Student_ID,Region,Gender,Enrollment_Type,Subject_Group,SSC_I_Marks,SSC_II_Marks,HSSC_I_Marks,Attendance_Rate,Parent_Education_Level,Parent_Income,Study_Hours,Extra_Tuition,School_Type,Previous_Failures,Co_Curricular_Activities,Exam_Attempts,HSSC_II_Marks,HSSC_II_Grade
245,Khyber,Female,Regular,Arts,452,742,328,56.81,Graduate,Medium,3.26,Yes,Public,0,Yes,2,410,D
246,Peshawar,Female,Private,Science,704,640,712,53.89,High School,Medium,2.51,No,Private,0,No,2,692,B
247,Chitral,Male,Regular,Arts,539,528,739,82.18,College,High,4.87,No,Private,2,Yes,1,358,Fail
248,Khyber,Female,Private,Arts,371,435,435,87.86,Graduate,Medium,1.84,Yes,Private,1,Yes,2,521,C
249,Chitral,Female,Regular,Science,768,517,791,89.53,Graduate,Medium,3.14,No,Public,1,Yes,1,388,Fail
250,Mohmand,Female,Private,Arts,789,444,819,66.98,Graduate,Medium,1.64,No,Private,1,Yes,1,611,B
251,Charsadda,Female,Private,Science,794,737,535,66.91,College,High,4.26,Yes,Public,1,Yes,2,762,A
252,Mohmand,Male,Private,Arts,656,417,840,60.46,Graduate,High,1.52,No,Public,0,No,2,412,D
253,Khyber,Male,Regular,Science,315,841,644,76.56,College,Low,2.67,Yes,Public,1,Yes,2,611,B
254,Charsadda,Female,Regular,Science,612,623,359,50.54,Graduate,Low,2.45,No,Public,0,No,1,334,Fail
255,Peshawar,Male,Private,Arts,314,480,351,91.07,High School,Medium,4.1,Yes,Private,2,Yes,2,735,A
256,Khyber,Male,Private,Science,478,734,805,71.08,Graduate,High,2.75,Yes,Private,0,Yes,2,391,Fail
257,Charsadda,Male,Regular,Science,796,645,821,54.33,College,Low,1.75,No,Private,0,No,2,845,A-ONE
258,Khyber,Female,Private,Science,391,327,595,51.36,College,High,4.07,No,Public,2,No,2,704,A
259,Charsadda,Male,Regular,Arts,812,390,444,55.56,Graduate,Low,4.91,Yes,Public,0,Yes,2,617,B
260,Peshawar,Male,Regular,Science,727,526,381,60.68,High School,Low,1.41,Yes,Public,1,No,2,722,A
261,Chitral,Female,Private,Arts,671,659,661,87.8,Graduate,Medium,4.93,No,Private,1,No,2,789,A
262,Peshawar,Male,Regular,Science,849,663,552,87.56,High School,Medium,3.57,No,Public,1,No,1,478,D
263,Chitral,Female,Regular,Science,706,829,767,69.49,College,Low,2.35,No,Private,0,No,1,690,B
264,Mohmand,Female,Regular,Arts,533,544,520,86.61,College,Low,2.17,No,Private,1,No,1,552,C
265,Peshawar,Female,Regular,Science,488,601,736,93.26,College,Low,3.23,No,Public,0,No,2,392,Fail
266,Mohmand,Male,Private,Science,546,769,521,67.34,College,Low,1.13,Yes,Private,2,No,1,469,D
267,Peshawar,Female,Private,Science,739,782,834,61.9,College,Medium,2.3,No,Public,0,No,2,829,A-ONE
268,Charsadda,Male,Private,Science,665,563,589,51.6,College,High,2.05,No,Private,0,Yes,1,613,B
269,Chitral,Female,Regular,Arts,601,346,401,62.52,Graduate,Low,1.11,No,Private,0,No,1,316,Fail
270,Peshawar,Female,Regular,Science,610,526,350,85.11,Graduate,Medium,3.03,Yes,Public,1,No,1,340,Fail
271,Charsadda,Male,Regular,Science,504,697,589,98.64,Graduate,Low,1.57,No,Public,0,No,2,799,A
272,Mohmand,Male,Regular,Arts,309,621,516,57.97,High School,Medium,2.93,Yes,Private,0,Yes,2,337,Fail
273,Mohmand,Male,Private,Science,536,552,572,55.48,Graduate,High,3.2,No,Public,1,No,1,570,C
274,Mohmand,Male,Regular,Arts,357,816,763,98.83,High School,High,3.1,No,Public,1,Yes,2,446,D
275,Chitral,Male,Private,Arts,777,506,831,85.1,College,High,2.46,No,Private,2,No,1,329,Fail
276,Chitral,Female,Regular,Science,774,578,487,92.09,High School,High,2.47,Yes,Private,1,Yes,2,637,B
277,Khyber,Female,Regular,Arts,542,548,449,66.25,Graduate,Medium,4.95,Yes,Private,1,Yes,1,560,C
278,Charsadda,Male,Regular,Arts,581,495,492,79.91,High School,High,2.96,No,Private,2,Yes,1,747,A
279,Chitral,Female,Private,Science,758,719,601,79.53,High School,High,1.6,No,Private,0,Yes,1,399,Fail
280,Chitral,Female,Regular,Science,729,302,557,60.28,Graduate,Low,2.51,No,Public,1,No,2,679,B
281,Peshawar,Male,Regular,Science,694,364,446,61.0,College,Medium,3.37,No,Public,2,No,2,513,C
282,Khyber,Female,Regular,Arts,663,641,762,96.46,Graduate,High,4.3,Yes,Public,1,Yes,1,599,C
283,Charsadda,Male,Private,Arts,619,326,493,89.87,High School,Low,1.62,Yes,Public,2,Yes,2,539,C
284,Peshawar,Male,Private,Arts,582,770,474,54.57,High School,High,3.79,No,Private,1,No,2,607,B
285,Khyber,Male,Regular,Science,743,691,367,62.03,High School,High,4.58,Yes,Public,1,Yes,2,530,C
286,Charsadda,Female,Private,Arts,543,524,304,59.48,High School,High,3.16,Yes,Private,2,Yes,1,634,B
287,Peshawar,Male,Regular,Science,742,553,835,91.86,High School,Medium,1.42,No,Public,0,No,1,527,C
288,Khyber,Female,Private,Science,525,530,787,68.49,High School,Medium,4.06,Yes,Private,2,No,1,839,A-ONE
289,Khyber,Female,Private,Arts,772,480,640,88.95,Graduate,High,3.6,No,Public,2,No,2,758,A
290,Chitral,Male,Private,Science,619,539,770,92.38,Graduate,Medium,3.95,Yes,Public,1,No,1,427,D
291,Charsadda,Female,Regular,Arts,738,425,793,99.97,College,Medium,4.43,No,Public,2,No,2,643,B
292,Khyber,Male,Regular,Arts,482,441,827,64.01,Graduate,Medium,2.95,Yes,Private,2,Yes,2,764,A
293,Mohmand,Female,Private,Arts,485,494,379,58.7,College,Low,3.63,Yes,Private,0,No,1,645,B
294,Charsadda,Female,Private,Arts,342,795,720,78.01,High School,Low,4.18,No,Private,0,Yes,2,530,C
295,Charsadda,Female,Regular,Science,323,628,646,75.44,Graduate,High,4.2,No,Private,2,Yes,2,516,C
296,Chitral,Male,Regular,Arts,553,323,675,50.67,Graduate,High,2.01,Yes,Private,0,No,1,306,Fail
297,Chitral,Male,Private,Science,463,837,571,51.52,College,Medium,3.64,No,Private,0,No,2,637,B
298,Peshawar,Male,Private,Arts,583,689,676,99.69,College,High,2.49,Yes,Private,1,Yes,2,322,Fail
299,Charsadda,Female,Regular,Arts,742,376,610,63.21,High School,High,4.99,Yes,Private,0,Yes,1,577,C
300,Peshawar,Female,Private,Arts,360,405,399,72.19,College,Medium,4.73,No,Public,1,No,2,383,Fail
301,Chitral,Female,Regular,Arts,756,429,350,59.8,College,Medium,2.38,Yes,Public,2,Yes,2,439,D
302,Charsadda,Female,Private,Arts,421,567,761,86.45,High School,Low,1.06,Yes,Private,1,Yes,1,516,C
303,Chitral,Male,Private,Arts,658,707,657,53.85,High School,High,2.55,No,Public,0,Yes,2,804,A-ONE
304,Chitral,Male,Private,Arts,370,812,395,69.5,Graduate,Medium,2.57,Yes,Private,0,Yes,2,644,B
305,Peshawar,Male,Private,Science,766,373,653,70.63,Graduate,Low,4.28,No,Public,2,Yes,2,375,Fail
306,Peshawar,Female,Private,Arts,378,674,401,94.73,Graduate,Low,2.17,No,Private,0,No,2,645,B
307,Mohmand,Male,Private,Science,555,619,846,66.02,College,High,4.65,No,Public,2,Yes,1,791,A
308,Chitral,Male,Regular,Science,512,661,752,70.19,Graduate,Low,1.17,No,Public,1,No,2,719,A
309,Peshawar,Male,Regular,Arts,437,846,746,83.51,High School,High,3.7,Yes,Public,0,Yes,2,810,A-ONE
310,Mohmand,Female,Private,Science,706,469,830,94.24,High School,High,1.98,Yes,Private,2,Yes,1,467,D
311,Khyber,Female,Regular,Arts,303,598,840,64.15,College,High,1.37,Yes,Private,0,Yes,1,402,D
312,Mohmand,Female,Private,Science,363,703,331,99.31,High School,Medium,1.0,Yes,Private,0,Yes,1,381,Fail
313,Charsadda,Male,Private,Science,349,696,551,50.69,High School,Medium,2.98,Yes,Public,0,No,2,683,B
314,Peshawar,Female,Private,Science,598,801,310,90.66,Graduate,Low,2.28,Yes,Public,0,No,2,466,D
315,Mohmand,Female,Private,Arts,576,351,810,62.67,High School,Medium,1.21,No,Private,2,No,1,715,A
316,Khyber,Female,Regular,Arts,671,671,663,88.92,Graduate,High,2.52,Yes,Private,0,Yes,2,502,C
317,Khyber,Male,Regular,Arts,477,476,599,57.72,College,Low,4.03,No,Public,2,No,2,644,B
318,Chitral,Male,Private,Science,395,483,735,56.5,College,High,3.34,Yes,Private,2,Yes,1,330,Fail
319,Charsadda,Female,Regular,Science,685,562,741,57.66,College,Medium,1.34,Yes,Private,1,Yes,2,423,D
320,Chitral,Male,Private,Arts,332,478,680,56.22,High School,Medium,2.36,No,Private,1,Yes,2,734,A
321,Peshawar,Female,Private,Science,359,435,847,60.21,Graduate,Low,2.6,Yes,Private,0,Yes,2,585,C
322,Mohmand,Male,Regular,Arts,757,512,848,63.42,Graduate,High,3.25,No,Private,0,No,2,827,A-ONE
323,Mohmand,Female,Regular,Arts,618,645,456,81.06,High School,Low,3.4,No,Public,2,Yes,2,353,Fail
324,Chitral,Female,Regular,Arts,442,414,677,67.07,College,Low,3.91,Yes,Private,1,Yes,2,788,A
325,Peshawar,Male,Private,Arts,489,836,604,79.3,High School,Medium,4.2,No,Public,1,No,2,407,D
326,Khyber,Female,Private,Arts,362,829,649,77.39,High School,Low,1.26,No,Private,0,No,2,407,D
327,Mohmand,Female,Regular,Science,655,737,717,50.26,Graduate,Medium,4.83,Yes,Public,2,Yes,1,577,C
328,Chitral,Male,Regular,Arts,408,491,843,92.29,Graduate,High,3.66,Yes,Private,1,No,2,328,Fail
329,Charsadda,Female,Private,Arts,760,555,815,76.74,College,High,4.94,No,Private,0,Yes,1,821,A-ONE
330,Khyber,Female,Private,Arts,606,806,665,51.4,College,High,1.07,Yes,Private,1,Yes,1,482,D
331,Peshawar,Male,Regular,Arts,310,395,737,62.15,College,High,1.31,No,Public,0,No,2,779,A
332,Peshawar,Male,Regular,Science,647,673,467,81.43,Graduate,Low,2.57,Yes,Public,1,No,2,845,A-ONE
333,Charsadda,Female,Regular,Arts,504,392,406,87.48,College,High,3.41,No,Private,0,Yes,2,735,A
334,Charsadda,Male,Regular,Science,804,807,743,55.86,College,Low,3.07,No,Private,2,No,1,548,C
335,Khyber,Male,Regular,Science,610,522,802,62.53,College,Medium,1.16,Yes,Private,2,Yes,2,396,Fail
336,Chitral,Female,Regular,Science,448,511,667,70.22,College,High,4.28,No,Private,0,Yes,1,556,C
337,Chitral,Male,Private,Science,363,490,703,50.38,High School,High,4.77,Yes,Public,2,No,2,409,D
338,Peshawar,Male,Regular,Arts,831,487,526,68.88,High School,High,4.26,No,Public,1,No,1,364,Fail
339,Chitral,Male,Regular,Arts,666,493,609,74.22,High School,Medium,3.63,No,Private,0,Yes,1,324,Fail
340,Charsadda,Male,Regular,Arts,709,595,562,69.85,Graduate,Low,3.76,No,Private,0,No,1,661,B
341,Mohmand,Female,Regular,Arts,846,504,407,98.97,Graduate,Low,3.85,Yes,Public,2,No,1,723,A
342,Mohmand,Female,Private,Arts,610,626,508,55.2,High School,Low,3.98,No,Private,1,Yes,1,376,Fail
343,Chitral,Male,Regular,Science,779,621,589,83.26,Graduate,High,4.6,No,Private,1,No,2,796,A
344,Mohmand,Male,Regular,Arts,730,470,513,78.75,Graduate,Low,1.44,No,Public,2,No,2,655,B
345,Chitral,Female,Private,Science,432,599,408,55.92,Graduate,Low,4.99,Yes,Public,2,No,1,688,B
346,Charsadda,Female,Regular,Science,377,571,387,60.29,Graduate,Low,3.45,Yes,Private,0,Yes,1,424,D
347,Chitral,Female,Regular,Science,408,384,398,62.37,Graduate,High,2.78,Yes,Private,2,No,1,731,A
348,Peshawar,Male,Private,Science,305,572,623,84.83,High School,Low,3.79,Yes,Private,0,Yes,1,528,C
349,Khyber,Female,Private,Arts,477,441,568,75.9,Graduate,Medium,2.38,No,Public,2,No,1,825,A-ONE
350,Khyber,Male,Private,Science,761,709,501,78.54,High School,Low,4.35,No,Private,2,Yes,2,576,C
351,Khyber,Male,Regular,Science,660,427,475,80.26,College,Medium,4.95,Yes,Private,2,No,1,475,D
352,Khyber,Female,Regular,Arts,496,812,744,91.92,College,Low,4.87,Yes,Public,2,No,1,678,B
353,Khyber,Male,Regular,Arts,509,682,700,56.79,Graduate,High,4.1,No,Private,2,Yes,1,462,D
354,Peshawar,Male,Private,Arts,402,838,350,77.5,High School,High,1.58,Yes,Public,1,No,2,591,C
355,Charsadda,Female,Private,Arts,675,545,451,92.93,High School,High,4.27,No,Public,0,Yes,2,327,Fail
356,Charsadda,Female,Private,Arts,415,704,676,67.23,College,High,4.34,Yes,Private,2,Yes,2,501,C
357,Charsadda,Female,Regular,Science,539,844,319,84.28,Graduate,Medium,1.25,No,Private,0,Yes,2,383,Fail
358,Charsadda,Male,Regular,Arts,424,458,765,99.87,High School,Medium,2.06,No,Public,1,Yes,1,672,B
359,Peshawar,Female,Regular,Science,762,759,353,86.93,Graduate,Low,2.58,No,Private,2,Yes,2,824,A-ONE
360,Peshawar,Female,Private,Arts,696,675,708,74.15,High School,High,1.67,Yes,Public,2,Yes,2,668,B
361,Charsadda,Female,Regular,Arts,314,744,474,53.51,College,High,2.84,No,Private,1,No,1,452,D
362,Peshawar,Female,Regular,Science,701,561,782,68.67,Graduate,Medium,2.77,Yes,Private,0,No,2,460,D
363,Chitral,Male,Private,Arts,321,352,348,74.83,Graduate,Low,3.16,No,Public,2,Yes,2,443,D
364,Khyber,Female,Regular,Science,495,491,457,93.01,High School,Low,3.49,No,Public,2,Yes,2,764,A
365,Peshawar,Female,Regular,Science,487,635,476,73.83,College,High,2.83,No,Public,2,No,2,761,A
366,Charsadda,Female,Regular,Arts,303,785,831,61.89,Graduate,Low,2.82,Yes,Private,1,Yes,2,689,B
367,Chitral,Male,Regular,Science,450,507,767,97.98,High School,Medium,2.39,No,Public,2,Yes,1,623,B
368,Khyber,Male,Regular,Science,705,434,401,76.16,College,High,2.71,Yes,Public,1,No,1,748,A
369,Khyber,Female,Private,Arts,457,466,581,92.12,College,Low,1.39,No,Private,0,No,1,723,A
370,Charsadda,Male,Regular,Science,829,809,428,60.14,High School,Low,1.93,No,Private,1,Yes,2,670,B
371,Chitral,Female,Regular,Arts,599,523,713,54.27,Graduate,Medium,4.23,No,Public,1,Yes,2,662,B
372,Khyber,Male,Regular,Arts,600,480,821,79.57,Graduate,Medium,3.78,Yes,Private,1,No,1,605,B
373,Mohmand,Female,Private,Arts,374,647,508,98.42,Graduate,High,4.87,No,Private,1,No,1,354,Fail
374,Mohmand,Female,Private,Science,811,581,746,92.97,College,Medium,3.55,No,Public,1,Yes,1,378,Fail
375,Peshawar,Male,Private,Science,466,752,765,71.58,High School,Medium,2.37,Yes,Public,0,Yes,2,592,C
376,Peshawar,Male,Private,Science,574,655,387,66.64,Graduate,High,4.9,No,Private,0,Yes,2,486,D
377,Khyber,Male,Regular,Science,325,449,818,63.28,College,Medium,2.7,No,Private,1,No,1,468,D
378,Peshawar,Female,Regular,Science,485,846,318,54.84,Graduate,Low,3.57,Yes,Private,0,No,2,445,D
379,Chitral,Female,Private,Science,760,748,313,69.83,High School,High,2.22,No,Private,1,No,2,753,A
380,Mohmand,Male,Regular,Science,327,513,475,81.92,Graduate,High,4.01,Yes,Public,1,Yes,1,350,Fail
381,Peshawar,Male,Regular,Arts,491,502,540,84.77,College,Low,1.42,Yes,Public,1,No,2,721,A
382,Peshawar,Female,Private,Science,792,719,668,57.97,Graduate,Low,4.39,Yes,Public,0,No,2,423,D
383,Mohmand,Female,Regular,Arts,593,504,726,79.89,High School,Low,4.33,Yes,Public,1,No,1,759,A
384,Charsadda,Female,Private,Science,421,762,792,80.51,High School,Low,2.59,Yes,Public,1,Yes,2,555,C
385,Chitral,Female,Private,Arts,475,835,841,60.5,High School,Low,3.45,Yes,Public,0,Yes,2,698,B
386,Chitral,Male,Private,Science,390,826,802,70.84,Graduate,High,2.42,Yes,Public,2,No,2,369,Fail
387,Chitral,Female,Regular,Science,517,716,419,54.02,College,Low,3.81,No,Private,1,No,1,674,B
388,Chitral,Male,Regular,Arts,313,787,654,83.45,Graduate,Low,3.16,No,Public,0,No,1,614,B
389,Charsadda,Female,Private,Science,552,677,728,58.6,College,Low,4.94,No,Public,1,Yes,1,842,A-ONE
390,Mohmand,Male,Private,Science,471,435,415,50.42,High School,Low,2.74,Yes,Public,0,Yes,1,526,C
391,Charsadda,Female,Regular,Arts,455,336,365,78.57,Graduate,Medium,2.03,No,Public,1,Yes,2,625,B
392,Chitral,Female,Private,Arts,603,436,449,70.3,High School,Medium,2.0,Yes,Public,0,No,2,711,A
393,Peshawar,Female,Private,Science,634,544,824,64.03,College,High,2.64,Yes,Public,2,Yes,1,371,Fail
394,Mohmand,Male,Regular,Arts,457,798,329,98.26,High School,Medium,3.26,No,Private,2,Yes,2,318,Fail
395,Chitral,Male,Regular,Science,372,642,469,95.19,College,Medium,4.27,Yes,Public,2,No,2,394,Fail
396,Charsadda,Male,Regular,Science,309,537,520,91.16,Graduate,Medium,3.96,No,Public,1,No,2,643,B
397,Khyber,Female,Private,Arts,382,614,712,97.79,High School,Medium,1.11,No,Private,2,No,2,323,Fail
398,Khyber,Female,Regular,Science,301,463,582,87.6,High School,Medium,3.49,Yes,Public,1,Yes,2,547,C
399,Khyber,Female,Private,Science,404,316,320,77.22,Graduate,High,2.62,No,Public,1,No,1,543,C
400,Chitral,Male,Regular,Science,367,834,604,96.52,College,High,4.74,No,Public,2,Yes,1,333,Fail
401,Chitral,Male,Private,Science,498,758,461,95.89,Graduate,High,1.58,Yes,Private,0,No,2,834,A-ONE
402,Charsadda,Female,Private,Science,618,571,343,84.56,Graduate,Low,2.68,No,Private,0,Yes,2,820,A-ONE
403,Khyber,Male,Regular,Science,545,625,834,86.87,High School,Medium,2.49,Yes,Private,2,No,2,406,D
404,Khyber,Male,Regular,Science,500,595,740,99.66,College,High,3.16,No,Public,2,No,2,444,D
405,Charsadda,Male,Private,Arts,734,749,543,63.96,High School,Low,1.77,Yes,Public,0,Yes,2,800,A-ONE
406,Peshawar,Male,Private,Arts,498,840,720,79.15,College,High,2.65,No,Private,1,Yes,1,640,B
407,Chitral,Male,Regular,Arts,514,742,755,77.09,College,Low,3.06,No,Private,0,No,1,371,Fail
408,Chitral,Male,Regular,Science,414,332,795,94.7,College,Medium,2.88,No,Public,0,Yes,2,687,B
409,Chitral,Male,Regular,Arts,673,571,731,96.6,High School,High,1.54,No,Public,2,No,2,784,A
410,Peshawar,Female,Regular,Arts,622,555,735,85.18,College,Low,3.81,Yes,Public,0,No,1,613,B
411,Charsadda,Male,Regular,Arts,440,355,847,77.7,Graduate,High,2.49,No,Public,0,Yes,2,495,D
412,Peshawar,Female,Private,Science,847,316,375,93.48,Graduate,Low,2.75,Yes,Private,1,No,1,653,B
413,Charsadda,Female,Regular,Arts,304,693,820,82.32,College,Medium,1.0,Yes,Public,1,No,1,732,A
414,Mohmand,Male,Regular,Arts,476,841,458,55.22,High School,Low,1.66,No,Public,2,Yes,1,511,C
415,Charsadda,Male,Regular,Arts,785,831,320,65.69,Graduate,High,3.65,Yes,Public,2,No,1,664,B
416,Chitral,Male,Private,Arts,838,548,833,92.48,Graduate,High,3.48,Yes,Public,1,No,2,659,B
417,Charsadda,Male,Regular,Science,303,599,366,79.87,College,High,1.29,No,Private,2,Yes,2,640,B
418,Chitral,Female,Private,Arts,368,475,388,97.76,High School,Medium,3.36,Yes,Private,0,Yes,1,518,C
419,Chitral,Male,Regular,Science,332,760,711,52.19,High School,Medium,3.75,No,Public,1,No,2,769,A
420,Peshawar,Female,Private,Science,351,507,774,75.88,College,Medium,3.56,Yes,Private,0,No,2,445,D
421,Peshawar,Female,Regular,Arts,746,626,674,62.12,High School,Low,4.53,No,Private,0,No,1,616,B
422,Chitral,Male,Regular,Science,414,532,641,54.36,Graduate,Low,2.65,No,Public,2,No,1,761,A
423,Charsadda,Male,Private,Science,776,714,519,78.53,College,Medium,2.15,No,Public,1,Yes,2,533,C
424,Charsadda,Male,Private,Arts,663,346,630,67.91,College,Low,1.71,Yes,Private,1,No,2,328,Fail
425,Chitral,Female,Regular,Arts,338,353,309,63.86,High School,Low,2.71,Yes,Private,1,Yes,2,448,D
426,Chitral,Female,Private,Science,796,610,618,78.91,Graduate,Medium,1.42,Yes,Public,2,Yes,1,584,C
427,Khyber,Female,Regular,Science,313,580,430,95.61,High School,High,4.79,No,Public,2,No,1,501,C
428,Mohmand,Female,Regular,Arts,780,344,731,87.33,High School,High,3.47,Yes,Private,1,Yes,1,387,Fail
429,Mohmand,Male,Regular,Arts,683,523,615,63.04,Graduate,High,2.64,No,Public,2,No,1,770,A
430,Charsadda,Female,Private,Arts,589,375,607,67.08,High School,Medium,1.29,Yes,Public,2,No,1,779,A
431,Chitral,Male,Regular,Science,403,729,320,52.11,Graduate,Medium,4.53,No,Public,2,No,1,344,Fail
432,Peshawar,Male,Private,Arts,715,306,472,62.95,College,Low,2.21,No,Private,0,No,1,831,A-ONE
433,Charsadda,Female,Regular,Science,479,621,351,57.95,Graduate,High,4.1,Yes,Public,2,No,2,532,C
434,Chitral,Female,Regular,Arts,517,330,684,76.26,High School,Medium,2.18,No,Private,1,Yes,1,435,D
435,Khyber,Female,Regular,Science,740,586,305,62.82,High School,High,4.72,Yes,Public,0,No,1,355,Fail
436,Peshawar,Male,Private,Arts,408,691,650,50.67,Graduate,Medium,4.78,Yes,Private,2,Yes,2,770,A
437,Khyber,Male,Regular,Arts,456,405,753,64.25,High School,High,1.63,No,Public,2,Yes,1,307,Fail
438,Khyber,Female,Regular,Science,378,525,532,77.77,Graduate,Medium,4.79,No,Public,2,Yes,1,570,C
439,Chitral,Male,Regular,Arts,600,658,667,91.03,College,High,4.25,Yes,Public,0,Yes,1,435,D
440,Mohmand,Male,Regular,Arts,454,385,556,70.67,High School,Low,4.01,No,Private,2,No,2,842,A-ONE
441,Khyber,Male,Regular,Arts,596,511,829,71.34,Graduate,Medium,3.89,Yes,Private,1,Yes,2,738,A
442,Charsadda,Male,Private,Arts,705,663,722,63.41,High School,Low,3.64,Yes,Public,1,Yes,2,340,Fail
443,Peshawar,Female,Regular,Science,659,806,691,78.78,Graduate,Low,1.28,Yes,Private,2,Yes,2,452,D
444,Peshawar,Male,Regular,Arts,398,670,536,79.82,College,Low,4.67,Yes,Public,1,No,1,400,D
445,Chitral,Male,Private,Arts,839,712,789,88.6,High School,High,3.68,No,Public,2,No,1,786,A
446,Mohmand,Female,Private,Science,546,599,368,58.56,College,High,4.3,Yes,Public,0,Yes,1,371,Fail
447,Charsadda,Female,Private,Arts,542,732,816,58.38,College,Medium,1.52,No,Public,0,Yes,2,498,D
448,Chitral,Male,Private,Science,812,648,790,68.37,College,High,1.06,No,Public,0,Yes,1,778,A
449,Khyber,Female,Private,Arts,449,697,385,76.94,Graduate,High,4.91,No,Private,0,No,2,312,Fail
450,Charsadda,Male,Regular,Arts,470,493,388,51.05,College,Medium,1.87,Yes,Public,0,No,1,549,C
451,Khyber,Female,Regular,Arts,848,644,768,87.51,College,Low,1.32,Yes,Public,1,Yes,2,364,Fail
452,Mohmand,Male,Private,Arts,513,703,774,99.8,College,Medium,2.76,Yes,Public,1,No,1,400,D
453,Mohmand,Female,Private,Science,371,684,781,91.29,College,High,4.92,Yes,Public,1,Yes,2,793,A
454,Charsadda,Female,Regular,Arts,720,503,737,75.89,Graduate,High,3.2,Yes,Public,0,Yes,2,355,Fail
455,Chitral,Male,Private,Arts,338,801,558,54.5,Graduate,Medium,4.51,Yes,Private,2,Yes,1,397,Fail
456,Peshawar,Female,Private,Science,317,529,610,68.77,High School,Low,1.82,Yes,Private,1,Yes,2,648,B
457,Charsadda,Female,Private,Science,446,332,783,74.18,Graduate,High,3.77,Yes,Public,2,Yes,2,446,D
458,Mohmand,Female,Private,Science,468,374,773,90.54,Graduate,High,3.64,Yes,Private,0,Yes,1,661,B
459,Khyber,Male,Regular,Arts,705,617,639,61.34,High School,Low,4.76,No,Public,1,Yes,1,519,C
460,Peshawar,Male,Regular,Arts,779,326,393,50.23,College,Low,4.66,Yes,Public,2,Yes,1,558,C
461,Chitral,Male,Private,Arts,337,344,394,81.53,College,High,2.63,Yes,Public,0,Yes,1,758,A
462,Mohmand,Female,Regular,Science,404,421,718,83.29,Graduate,High,1.34,No,Private,1,No,1,311,Fail
463,Peshawar,Female,Private,Science,355,568,580,74.06,Graduate,Medium,2.99,Yes,Private,2,Yes,2,592,C
464,Khyber,Male,Private,Science,437,848,739,90.56,Graduate,Medium,4.49,Yes,Private,0,No,1,411,D
465,Chitral,Male,Regular,Arts,303,792,716,77.01,High School,High,2.7,No,Public,0,Yes,1,442,D
466,Khyber,Female,Private,Science,721,548,697,95.3,High School,Low,1.54,Yes,Private,2,No,2,635,B
467,Khyber,Male,Regular,Science,389,369,312,51.66,High School,High,1.99,No,Private,1,No,2,548,C
